Name	Kingdom	Phylum	Class	Order	Family	Genus	Species	1.1_MSU977	12.1_MSU977	13.1_MSU977	14.1_MSU977	15.1_MSU977	17.1_MSU977	22.1_MSU977	23.1_MSU977	24.1_MSU977	26.1_MSU977	28.1_MSU977	31.1_MSU977	32.1_MSU977	33.1_MSU977	35.1_MSU977	37.1_MSU977	39.1_MSU977	4.1_MSU977	5.1_MSU977	9.1_MSU977	10.1_MSU977	11.1_MSU977	16.1_MSU977	18.1_MSU977	19.1_MSU977	2.1_MSU977	20.1_MSU977	21.1_MSU977	25.1_MSU977	29.1r_MSU997	3.1_MSU977	30.1_MSU977	34.1_MSU977	36.1_MSU977	38.1_MSU977	40.1_MSU977	41.1_MSU977	6.1_MSU977	7.1_MSU977	8.1_MSU977	1.2_MSU977	12.2_MSU977	13.2_MSU977	14.2_MSU977	15.2_MSU977	17.2_MSU977	22.2_MSU977	23.2_MSU977	24.2_MSU977	26.2_MSU977	28.2_MSU977	31.2_MSU977	32.2_MSU977	33.2_MSU977	35.2_MSU977	37.2_MSU977	39.2_MSU977	4.2_MSU977	5.2_MSU977	9.2_MSU977	10.2_MSU977	11.2_MSU977	16.2_MSU977	18.2_MSU977	19.2_MSU977	2.2_MSU977	20.2_MSU977	21.2_MSU977	25.2_MSU977	29.2_MSU977	3.2_MSU977	30.2_MSU977	34.2_MSU977	36.2_MSU977	38.2_MSU977	40.2_MSU977	41.2_MSU977	6.2_MSU977	7.2_MSU977	8.2_MSU977	1.5_MSU977	12.5_MSU977	13.5_MSU977	14.5_MSU977	15.5_MSU977	17.5_MSU977	22.5_MSU977	23.5_MSU977	24.5_MSU977	26.5_MSU977	28.5_MSU977	31.5_MSU977	32.5_MSU977	33.5_MSU977	35.5_MSU977	37.5_MSU977	39.5_MSU977	4.5_MSU977	5.5_MSU977	9.5_MSU977	10.5_MSU977	11.5_MSU977	16.5_MSU977	18.5_MSU977	19.5_MSU977	2.5_MSU977	20.5_MSU977	21.5_MSU977	25.5_MSU977	29.5_MSU977	3.5_MSU977	30.5_MSU977	34.5_MSU977	36.5_MSU977	38.5_MSU977	40.5_MSU977	41.5_MSU977	6.5_MSU977	7.5_MSU977	8.5_MSU977	1.7_MSU977	12.7_MSU977	13.7_MSU977	14.7_MSU977	15.7_MSU977	17.7_MSU977	22.7_MSU977	23.7_MSU977	24.7_MSU977	26.7_MSU977	28.7_MSU977	31.7_MSU977	32.7_MSU977	33.7_MSU977	35.7_MSU977	37.7_MSU977	39.7_MSU977	4.7_MSU977	5.7_MSU977	9.7_MSU977	10.7_MSU977	11.7_MSU977	16.7_MSU977	18.7_MSU977	19.7_MSU977	2.7_MSU977	20.7_MSU977	21.7_MSU977	25.7_MSU977	3.7_MSU977	30.7_MSU977	34.7_MSU977	36.7_MSU977	38.7_MSU977	40.7_MSU977	41.7_MSU977	6.7_MSU977	7.7_MSU977	8.7_MSU977	Taxonomy Id	Taxonomy Lineage
Enterobacteria phage mEp237	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Ravinvirus	Enterobacteria phage mEp237	0	0	0	4.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.47	0	5.29	10.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1147151	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Ravinvirus(308911);s__Enterobacteria phage mEp237(1147151);
Enterobacteria phage mEp460	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Siphoviridae_u_g	Enterobacteria phage mEp460	0	18.34	3.25	10.69	0	8.16	0	131.74	9.41	0	0	2.39	0	2.67	0	104.47	29.02	38.19	79.17	2.11	124.06	0	14.87	25.91	4.79	0	0	11.81	0	0	5.44	0	7.12	0	0	0	0	0	38.19	3.85	0	0	5.77	0	0	29.56	91.41	51.81	0	2.88	0	0	4.4	25.16	5.77	0	0	2.39	0	89.7	0	0	0	0	3.85	0	19.25	0	0	7.21	9.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.47	0	0	0	0	0	0	3.55	0	0	16.14	0	0	2.88	0	0	20.17	0	0	0	0	0	0	0	0	0	0	0	0	6.78	0	0	18.74	0	0	7.46	0	0	289.3	0	8.61	75.86	0	0	0	97.14	0	0	0	5.6	0	0	13.71	9.05	16.44	0	4.16	0	13.71	0	0	0	0	0	0	0	0	2.67	0	0	0	1147152	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Siphoviridae_u_g(10699);s__Enterobacteria phage mEp460(1147152);
Escherichia virus mEpX1	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus mEpX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2169927	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Hendrixvirus(2169654);s__Escherichia virus mEpX1(2169927);
Escherichia virus mEpX2	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus mEpX2	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2169928	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Hendrixvirus(2169654);s__Escherichia virus mEpX2(2169928);
Enterobacteria phage vB_EcoP_ACG-C91	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Autographiviridae	Zindervirus	Enterobacteria phage vB_EcoP_ACG-C91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141139	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Autographiviridae(2731643);g__Zindervirus(542837);s__Enterobacteria phage vB_EcoP_ACG-C91(1141139);
Enterobacterial phage mEp213	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Siphoviridae_u_g	Enterobacterial phage mEp213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1147156	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Siphoviridae_u_g(10699);s__Enterobacterial phage mEp213(1147156);
Vequintavirus_u_s	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Vequintavirus	Vequintavirus_u_s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1914852	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Vequintavirus(1914852);s__Vequintavirus_u_s(1914852);
Escherichia virus Cajan	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Seuratvirus	Escherichia virus Cajan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1921554	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Seuratvirus(1921553);s__Escherichia virus Cajan(1921554);
Escherichia phage D108	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Muvirus	Escherichia phage D108	0	0	0	0	0	25.04	0	0	0	0	0	0	0	0	0	0	4.48	0	0	5.06	0	89.4	0	0	0	0	0	0	0	0	1.82	0	5.06	0	0	0	0	26.64	254.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91	0	0	0	25.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.84	0	0	0	0	0	0	0	0	0	3.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.04	0	242.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665033	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Muvirus(186777);s__Escherichia phage D108(665033);
Escherichia virus FFH2	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Vequintavirus	Escherichia virus FFH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1914856	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Vequintavirus(1914852);s__Escherichia virus FFH2(1914856);
Escherichia virus Min27	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Podoviridae	Traversvirus	Escherichia virus Min27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1981162	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Podoviridae(10744);g__Traversvirus(1981157);s__Escherichia virus Min27(1981162);
Escherichia virus Seurat	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Seuratvirus	Escherichia virus Seurat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1921555	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Seuratvirus(1921553);s__Escherichia virus Seurat(1921555);
Escherichia phage TL-2011b	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Podoviridae	Uetakevirus	Escherichia phage TL-2011b	0	0	0	0	0	0	0	24.17	0	0	0	0	0	25.73	0	33.72	29.53	0	0	3.63	0	113.69	0	21.48	0	0	0	0	0	14.8	0	0	0	0	0	0	0	0	4.5	0	0	0	21.1	0	0	0	32.51	0	0	7.59	0	0	0	0	0	19.97	0	16.32	0	4.97	32.51	32.91	0	23.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.66	0	0	0	0	0	0	0	0	0	0	0	0	19.59	0	0	0	0	0	0	38.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.44	25.11	0	45.8	0	0	0	0	0	361.94	0	79.95	23.79	0	0	11.76	61.6	0	0	0	0	28.1	0	0	92.13	0	0	0	0	104.75	0	0	0	0	0	0	0	0	0	48.87	31.7	0	1124654	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Podoviridae(10744);g__Uetakevirus(542960);s__Escherichia phage TL-2011b(1124654);
Escherichia virus phiV10	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Podoviridae	Uetakevirus	Escherichia virus phiV10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5	0	139.23	0	29.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.73	0	0	0	0	0	0	0	4.93	0	0	0	0	13.04	0	286.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.88	0	0	1982579	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Podoviridae(10744);g__Uetakevirus(542960);s__Escherichia virus phiV10(1982579);
Escherichia virus pro147	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Peduovirus	Escherichia virus pro147	0	0	0	0	0	7.23	0	0	3.85	0	0	0	0	213.96	0	3.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15	11.5	0	0	0	0	0	0	5.25	0	0	0	3.41	0	0	0	16.08	0	0	0	0	0	0	0	2.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97	0	0	0	0	1.76	0	0	0	0	0	0	0	0	0	0	0	20.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85	0	0	0	0	2.15	0	2.97	0	0	0	0	0	0	0	2.97	0	0	2560458	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Peduovirus(140410);s__Escherichia virus pro147(2560458);
Escherichia virus pro483	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Peduovirus	Escherichia virus pro483	0	0	0	0	0	5.07	0	0	0	0	0	0	0	0	0	0	0	13.87	30.51	72.37	0	0	0	0	0	0	0	0	0	0	6.89	0	0	0	0	0	0	6.89	411.3	0	0	0	0	0	0	0	6.89	0	0	10.97	0	0	0	5.07	0	0	0	4.01	0	0	0	37.38	0	0	189.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.51	8.51	4.01	0	0	0	0	0	0	0	0	0	0	0	5.62	0	0	53.28	0	0	0	0	0	5.07	0	0	0	0	7.62	0	0	0	0	0	0	0	0	0	0	414.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.69	0	0	9.88	0	17.21	0	0	0	0	4.01	0	0	0	0	2.07	26.98	0	2560459	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Peduovirus(140410);s__Escherichia virus pro483(2560459);
Escherichia phage slur01	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Seuratvirus	Escherichia phage slur01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1720493	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Seuratvirus(1921553);s__Escherichia phage slur01(1720493);
Escherichia virus 24B	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Podoviridae	Traversvirus	Escherichia virus 24B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1981160	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Podoviridae(10744);g__Traversvirus(1981157);s__Escherichia virus 24B(1981160);
Escherichia virus 186	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Peduovirus	Escherichia virus 186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29252	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Peduovirus(140410);s__Escherichia virus 186(29252);
Escherichia virus HK022	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus HK022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.2	0	31.22	0	0	0	0	0	0	0	12.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.12	0	0	0	0	0	1784.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10742	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Hendrixvirus(2169654);s__Escherichia virus HK022(10742);
Escherichia virus HK97	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus HK97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.86	0	0	0	0	0	0	16.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1262.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37554	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Hendrixvirus(2169654);s__Escherichia virus HK97(37554);
Escherichia virus K1-5	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Autographiviridae	Zindervirus	Escherichia virus K1-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187764	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Autographiviridae(2731643);g__Zindervirus(542837);s__Escherichia virus K1-5(187764);
Escherichia virus K1E	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Autographiviridae	Zindervirus	Escherichia virus K1E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344022	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Autographiviridae(2731643);g__Zindervirus(542837);s__Escherichia virus K1E(344022);
Escherichia virus P2	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Peduovirus	Escherichia virus P2	6.4	0	2.82	0	0	213.18	0	0	40.5	0	0	0	0	7.49	0	8.15	0	164.64	15.52	5.15	0	0	0	0	0	0	0	0	0	0	11.14	0	8.6	0	0	5.15	0	2.46	324.84	0	0	0	0	0	0	0	0	3.19	13.91	0	0	0	0	105.66	0	0	0	0	0	0	0	0	0	0	8.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.88	129.51	0	0	0	0	0	0	3.47	9.74	4.74	0	0	0	0	0	0	0	0	0	0	0	2.82	0	0	2.82	0	0	0	0	0	0	0	0	0	0	93.96	0	0	0	0	41.81	0	0	0	7.27	0	972.05	0	6.4	0	0	0	0	22.88	0	0	0	0	0	0	0	0	0	0	0	10.43	12.81	0	19.34	0	0	0	0	0	0	0	1.78	0	0	10679	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Peduovirus(140410);s__Escherichia virus P2(10679);
Escherichia virus Wphi	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Peduovirus	Escherichia virus Wphi	4.51	0	0	0	0	1.95	0	0	3.77	0	0	0	0	17.14	0	0	0	4.39	3.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.14	0	8	190.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16	0	0	0	0	0	0	0	4.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.16	17.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.63	0	2.38	0	0	0	0	0	0	0	0	0	0	152.87	0	0	36.94	0	0	0	0	0	0	0	0	0	0	0	6.88	0	0	0	0	8.85	0	0	0	0	0	0	0	0	0	0	1.95	0	103216	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Peduovirus(140410);s__Escherichia virus Wphi(103216);
