Family,Genus,1.1_MSU977,12.1_MSU977,13.1_MSU977,14.1_MSU977,15.1_MSU977,17.1_MSU977,22.1_MSU977,23.1_MSU977,24.1_MSU977,26.1_MSU977,28.1_MSU977,31.1_MSU977,32.1_MSU977,33.1_MSU977,35.1_MSU977,37.1_MSU977,39.1_MSU977,4.1_MSU977,5.1_MSU977,9.1_MSU977,10.1_MSU977,11.1_MSU977,16.1_MSU977,18.1_MSU977,19.1_MSU977,2.1_MSU977,20.1_MSU977,21.1_MSU977,25.1_MSU977,29.1r_MSU997,3.1_MSU977,30.1_MSU977,34.1_MSU977,36.1_MSU977,38.1_MSU977,40.1_MSU977,41.1_MSU977,6.1_MSU977,7.1_MSU977,8.1_MSU977,1.2_MSU977,12.2_MSU977,13.2_MSU977,14.2_MSU977,15.2_MSU977,17.2_MSU977,22.2_MSU977,23.2_MSU977,24.2_MSU977,26.2_MSU977,28.2_MSU977,31.2_MSU977,32.2_MSU977,33.2_MSU977,35.2_MSU977,37.2_MSU977,39.2_MSU977,4.2_MSU977,5.2_MSU977,9.2_MSU977,10.2_MSU977,11.2_MSU977,16.2_MSU977,18.2_MSU977,19.2_MSU977,2.2_MSU977,20.2_MSU977,21.2_MSU977,25.2_MSU977,29.2_MSU977,3.2_MSU977,30.2_MSU977,34.2_MSU977,36.2_MSU977,38.2_MSU977,40.2_MSU977,41.2_MSU977,6.2_MSU977,7.2_MSU977,8.2_MSU977,1.5_MSU977,12.5_MSU977,13.5_MSU977,14.5_MSU977,15.5_MSU977,17.5_MSU977,22.5_MSU977,23.5_MSU977,24.5_MSU977,26.5_MSU977,28.5_MSU977,31.5_MSU977,32.5_MSU977,33.5_MSU977,35.5_MSU977,37.5_MSU977,39.5_MSU977,4.5_MSU977,5.5_MSU977,9.5_MSU977,10.5_MSU977,11.5_MSU977,16.5_MSU977,18.5_MSU977,19.5_MSU977,2.5_MSU977,20.5_MSU977,21.5_MSU977,25.5_MSU977,29.5_MSU977,3.5_MSU977,30.5_MSU977,34.5_MSU977,36.5_MSU977,38.5_MSU977,40.5_MSU977,41.5_MSU977,6.5_MSU977,7.5_MSU977,8.5_MSU977,1.7_MSU977,12.7_MSU977,13.7_MSU977,14.7_MSU977,15.7_MSU977,17.7_MSU977,22.7_MSU977,23.7_MSU977,24.7_MSU977,26.7_MSU977,28.7_MSU977,31.7_MSU977,32.7_MSU977,33.7_MSU977,35.7_MSU977,37.7_MSU977,39.7_MSU977,4.7_MSU977,5.7_MSU977,9.7_MSU977,10.7_MSU977,11.7_MSU977,16.7_MSU977,18.7_MSU977,19.7_MSU977,2.7_MSU977,20.7_MSU977,21.7_MSU977,25.7_MSU977,3.7_MSU977,30.7_MSU977,34.7_MSU977,36.7_MSU977,38.7_MSU977,40.7_MSU977,41.7_MSU977,6.7_MSU977,7.7_MSU977,8.7_MSU977
Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,0,0,3.33,0,0,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,0,0,3.79,0,0,0,0,3.58,0,0,3.57,0,0,0,0,3.21,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriobacteriaceae,Collinsella,21.11,31.98,36.06,40.72,28.68,68.4,32.34,45.86,12.46,258.03,39.11,108.44,7.57,11.45,9.33,57.32,24.26,53.7,7.52,28.09,27.6,34.97,32.65,41.62,75.18,64.23,80.4,29.97,116.08,27.8,5.45,53.98,89.08,23.42,52.81,16.78,24.52,12.9,31.29,24.13,0,16.65,10.88,17.49,8.03,5.11,13.53,14.74,14.01,20.27,18.87,3.92,6.2,3.72,17.85,9.19,6.73,31.72,6.78,35.15,13.68,17.8,15.32,10.2,25.72,7.33,79.05,6.92,26.76,16.37,8.27,2.49,5.33,6.9,8.02,11.25,6.88,11.44,4.55,20.55,5.98,4.32,4.9,4.9,4.21,6.26,6.6,2.53,157.06,11.19,17.22,10.7,3.47,3.61,3.96,4.98,4.4,7.88,6.35,6.92,6.43,14.19,110.91,4.93,25.42,2.8,28.38,5.77,20.47,3.62,4.82,6.25,3.52,5.57,4.73,3.47,3.47,6.25,5.98,4.51,10.69,1.71,12.82,8.05,16.84,4.21,12.7,3.47,28.04,17.43,12.46,5.77,4.2,42.57,9.55,7.32,11.68,5.54,7.37,15.08,18.27,7.49,6.78,6.88,31.99,13.05,46.47,7.58,16.07,5.86,9.74,5.33,8.61,3.45,9.22,25.18,10.46,8.49,9.46
Corynebacteriaceae,Corynebacterium,0,15.84,0,0,0,21.75,28.62,72.57,69.62,205.98,9.34,0,28.25,117.04,60.41,40.88,0,0,15.53,0,8.74,88.86,71.15,87.12,0,0,19.15,80.03,111.71,0,0,10.24,11.38,181.02,0,0,0,117.64,10.19,0,17.6,53.77,40.44,48.4,10.02,60.46,47.02,39.96,88.94,22.09,45.31,299.28,45.27,86.85,46.69,28,47.18,9.09,28.3,63.12,32.3,29.21,100.02,34.17,50.61,0,112.63,65.78,266.89,21.6,12.25,106.92,53.22,80.46,70.15,142.65,90.98,6.63,73.58,32.7,46.86,5.79,16.51,0,10.73,0,70.79,137.3,118.8,27.59,38.85,114.85,698.17,30.19,34.4,0,44.82,31.77,117.52,90.98,17.09,48.58,8.45,3.06,0,0,38.29,32.61,32.05,0,20.32,36.03,50.99,76.08,43.15,14.69,62.35,3.5,31.84,89.6,23.81,0,0,7.04,0,0,0,0,6.77,8.2,0,0,0,0,0,0,0,35.39,0,13.82,0,0,0,0,0,0,0,0,43.54,9.41,0,0,16.98,0,0,0,12.62,19.86,0
Cytophagaceae,Cytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,1.13,0,0,0,0,0,1.09,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,1.51,1.3,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,1.77,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0
Cytophagaceae,Runella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deinococcus-Thermus_u_f,Deinococcus-Thermus_u_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,0,0,0,0,0,11.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobulbaceae,Desulfobulbus,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfomicrobiaceae,Desulfomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,3.38,0,2.4,0,0,0,0,4.84,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,3.68,0,0,0,0,0,0,2.26,0,0,2.26,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,2.36,0,0,0,0,0,3.89,3.3,0,0,0,0,0,0,0,2.66,2.57,0
Desulfurellaceae,Hippea,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggerthellaceae,Slackia,9.85,19.95,21.91,11.47,7.11,15.91,8.09,8.89,0,8.87,6.63,9.61,0,10.82,11.66,13.89,0,10.68,0,15.88,0,30.3,10.13,18.51,0,0,18.22,10.79,25.25,0,0,6.59,9.25,10.94,11.53,7.34,9.36,0,7.03,143.06,0,9.16,15.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.95,0,18.25,0,0,0,0,7.56,8.08,12.27,0,0,0,0,0,0,9.56,0,0,0,33.96,0,12.59,6.62,0,0,0,7.25,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacteriaceae,Escherichia,24.83,1.72,40.14,9.06,2.81,110.54,12.52,237.01,315.29,23.94,0,201.1,11.38,177.76,301.08,90.69,44.67,223.63,85.09,54.27,21.24,242.78,17.8,86.11,11.15,21.33,25.6,14.23,20.63,13.99,54.57,0,56.52,3.77,10.36,29.26,0,15.35,167.58,28.3,0,22.97,36.74,0,159.86,112.82,224.01,138.38,68.76,52.65,0,0,0,503.9,30.25,3.93,0,38.71,5.41,75.79,22.35,37.03,0,12.09,149.12,0,8.7,0,0,26.08,79.05,0,3.2,109.17,0,30.07,0,16.63,11.29,2.79,139.9,88.39,22.82,0,0,0,1.9,83.84,120.06,10.78,0,0,0,9.52,31.84,0,3.26,2.53,43.02,28.39,0,55.25,0,0,40.74,16.51,0,0,0,0,41.88,0,0,13.43,0,7.82,0,3.01,210.4,0,35.73,0,21.07,13.33,2.92,7.43,2863.2,0,943.99,245.44,0,0,0,71.33,5.48,27.18,0,14.42,49.91,20.45,6.64,468.51,5.3,3.95,84.49,37.07,213.86,0,7.69,38.25,0,0,0,16.25,0,0,39,35.99,6.11
Enterobacteriaceae,Leclercia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacteriaceae,Salmonella,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacteriaceae,Shigella,3.79,0,2.99,0,0,23.45,2.66,19.07,10.49,0,1.9,0,0,31.8,12.7,3.52,4.14,47.27,15.7,5.02,8.6,14.4,14.82,22.88,1.9,1.83,16.51,2.49,0,0,11.87,0,8.56,0,3.32,0,0,3.52,34.46,0,0,5.36,9.1,0,5.16,1.07,28.35,4.59,0,15.43,0,0,0,13.71,3.17,0,0,4.5,3.99,3.6,0,14.51,0,0,1.8,0,17.74,0,0,7.75,7.44,0,0,2.85,0,0,0,0,0,0,11.04,3.04,0,0,0,0,0,10.56,7.44,3.99,0,0,0,6.83,9.04,0,0,0,7.91,0,0,10.8,0,0,37.02,0,0,0,0,0,5.08,0,0,2.49,0,5.41,0,0,6.91,0,7.02,0,2.41,5.85,2.67,0,1181.59,0,11.81,4.89,0,0,0,18,0,0,0,0,10.44,0,0,17.23,5,0,14.36,8.58,30.87,0,0,0,0,0,0,0,0,0,3.52,13.86,0
Erysipelotrichaceae,Erysipelotrichaceae_u_g,106.17,648.58,119.4,149.11,121.63,1918.26,445.73,181.46,366.27,1173.43,125.94,172.73,216.29,373.71,529.09,632.53,90.31,338.88,200.6,255.69,257.63,399.83,389.06,397.76,37.02,202.78,645.12,109.35,144.34,68.99,77.32,195.86,198.05,489.02,509.64,164.71,408.95,94.92,131.25,303.44,252.97,466.17,416.61,402.77,227.37,259.92,369.88,108.34,211.28,447.11,281.23,140.72,115.67,40.35,84.06,87.49,99.97,83.06,303.5,1254.93,255.81,323.52,164.69,223.99,229.4,187.56,264.88,387.17,212.68,138.84,108.07,158.96,59.65,73.64,88.08,514.67,168.55,138.89,64.31,1036.15,194.86,253.74,198.54,83.09,48.03,159.39,232.96,83.46,186.24,64.77,86.02,85.37,49.38,11.34,58.44,133.94,47.05,181.97,60.96,177.39,78.37,154.02,130.64,34.63,135.05,68.81,142.53,167.17,132.43,16.27,66.8,79.87,96.46,14.92,49.05,46.04,47.39,94.01,18.61,250.27,198,46.19,66.66,59.31,126.34,69.79,88.09,45.73,36.98,215.55,51.82,36.1,67.45,107.73,65.85,126.13,19.94,152.4,86.9,422.03,99.23,30.76,81.96,85.41,23.66,23.95,86.5,92.97,30.27,63.8,70.7,36.88,72.65,12.35,75.13,48.29,48.12,21.1,168.34
Erysipelotrichaceae,Kandleria,0,357.82,16.43,12.31,7.55,1585.76,0,0,0,860.84,0,46.46,0,0,2.05,451.63,2.05,0,0,1.66,0,23.18,9.88,25.34,0,0,513.4,0,12.86,14.27,0,219,167.75,0,779.44,77.02,181.29,0,0,132.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.74,0,0,0,0,0,0,0,0,24.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0
Erysipelotrichaceae,Turicibacter,216.02,18.86,634.27,180.02,219.99,733.2,12.81,408.91,172.12,0,15.36,111.97,16.07,24.88,182.75,95.15,25.46,118.96,8.61,495.15,12.03,17.86,308.79,1200.89,75.04,17.58,277.6,243.19,228.44,14.18,108.39,197.76,249.99,237.64,605.68,344.94,272.33,2.87,597.61,167.6,28.96,1.41,89.07,11.55,23.8,3.24,147.71,120.08,1.99,19.14,16.44,3.23,14.01,81.98,16.14,10.66,3.16,2.06,21.27,152.3,2.69,25.45,1.3,15.06,5.1,0,0,2.36,4.18,1.91,80.94,18.83,0,15.85,3.58,18.05,75.2,20.42,1.4,12.12,12.91,2.16,103.95,1.49,0,79.08,2.59,62.34,10.74,76.21,92.85,1.97,30.24,0,77.36,8.93,2.94,46.93,99.43,11.18,9.04,0,14.33,1.16,1.47,10.78,0,77.29,3.55,26.06,11.14,2.11,1.59,0,10.04,3.77,11.61,2.59,109.2,1.39,84.5,4.67,116.73,184.09,762.64,14.41,396.34,235.16,126.64,184.93,113.49,682.37,15.73,539.75,25.99,3.15,5.99,424.87,143.73,246.99,3.98,8.16,18.81,323.3,94.38,89.19,11.47,12.59,112.4,22.43,17.41,18.93,335.54,16.18,10.98,246.74,110.96,16.12,16.69
Ferrimonadaceae,Ferrimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes_u_f,Firmicutes_u_g,50.53,58.81,82.83,48.51,80.85,118.17,62.31,59.59,52.54,55.97,63.63,61.87,29.4,63.61,23.18,115.76,39.77,63.12,48.73,70.48,43.7,39.24,44.89,60.74,34.91,43.22,97.87,57.72,160.48,44.92,30.62,14.23,106.78,64.05,33.05,40.14,48.2,33.12,55.16,58.13,40.11,85.33,45.8,45.42,67.05,40.55,58.13,54.51,32.66,50.59,72.6,42.46,50.42,58.15,17.38,46.89,36.09,21.78,48.75,67.18,53.72,46.69,32.25,39.88,32.04,39.42,62.39,56.1,80.88,33.52,38.7,25.62,39.88,62.17,51.4,92.69,42.43,28.29,38.36,68.33,39.03,59.29,53.87,21.49,29.32,51.4,44.37,40.43,69.27,43.37,52.34,46.06,45.88,25.74,39.29,37.48,29.17,47.48,39.41,69.34,30.59,57.94,16.61,17.22,29.63,26.94,44,44.76,59.07,12.57,29.84,18.17,43.95,44.03,39.45,16.58,29.91,31.76,39.37,34.54,30.87,19.73,16.15,495.51,30.18,51.8,34.3,26.07,27.45,24.73,27.49,5.58,32.66,51.82,38.73,24.88,17.13,42.71,85.35,46.27,25.74,12.63,45.72,24.29,43.19,18.71,33.49,31.07,28.37,25.51,27.14,14.66,26.83,30.39,36.59,23.24,29.91,30.97,44.55
Flavobacteriaceae,Imtechella,0,0,0,0,0,0,0,67.39,50.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7,41.54,45.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.97,0,0,0,37.37,0,23.96,24.59,48.03,25.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.79,0,0,0,0,33.19,0,57.18,0,0,56.72,42.81,0,0,0,0,0,0,0,0,0,31.47,0,0,24.8,0,28.65,31.62,0,31.28,55.35,0,0,0,0,0,0,0,0,0,30.53,0,25.34
Flavobacteriales_u_f,Flavobacteriales_u_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacteriaceae,Cetobacterium,0,0,0,1.15,0,0,0,2.15,0,0,0,0,0,0,2.67,0,0,0,1.39,0,0,0,0,0,0,1.09,1.39,0,0,0,0,1.35,0,0,2.83,1.62,0,0,2.65,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,1.43,0,1.25,0,0,1.66,0,1.25,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,1.23
Glycomycetaceae,Glycomyces,0,0,0,0,0,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69,0,5.35,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordoniaceae,Gordonia,0,0,17.07,10.64,11.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.41,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34,9.26,11.55,13.84,5.98,0,0,0,0,0,0,0,0,0,0,0,11.65,0,0,11.49,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.05,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,19.62,0,0,0,0,0,0
Halorubraceae,Halorubrum,0,1.46,0,0,0,1.46,0,0,0,0,0,0,1.46,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,1.46,0,0,0,0,0,5.23,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,1.46,0,0,0,0,0,1.46,0,0,1.46,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0
Holophagaceae,Holophagaceae_u_g,0,1.54,1.03,0,5.64,0,0,1.01,0,0,0,0,0,0,0,0,0,1.37,1.19,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,1.39,0,0,1.08,0,0,0,1.04,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,1.1,5.64,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0
Holosporaceae,Holospora,0,0,0,0,0,0,0,8.18,0,0,6.74,0,11.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74,0,0,0,0,6.74,0,0,0,0,6.74,0,0,0,0,0,0,0,0,0,0,0,12.9,0,14.58,0,8.18,6.74,0,0,14.58,0,0,0,0,0,0,0,0,0,0,11.27,0,0,0,0,12.9,0,9.69,0,8.18,0,0,0,0,0,0,8.18,0,0,0,0,9.69,35.78,0,0,0,8.18,8.18,0,0,8.18,0,0,0,0,0,0,0,0,8.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61,12.9,0,16.31,0,0,8.18,0,0,0,0,0
Hungateiclostridiaceae,Hungateiclostridiaceae_u_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,0,0,0,0,0,7.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.74,0,0,0,0,0,0,0,0,0,9.91,0,0,0,0,0,0,0,0,14.9,0,6.44,0,0,0,0
Lachnospiraceae,Coprococcus,22.51,0,11.85,66.85,23.05,36.85,14.45,24.62,7.4,21.74,8.92,40.86,15.68,9.85,0,0,41.5,34.13,25.66,32.55,30.4,0,19.58,30.36,19.27,11.66,53.52,28.52,18.85,20.62,28.84,14.44,63.93,24.09,18.81,37.42,45.02,11.11,78.15,0,0,5.02,0,8.29,0,0,0,12.9,0,6.9,0,0,0,0,0,0,0,0,10.22,0,0,0,0,14.19,0,0,10.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,19.52,8.19,0,0,29.39,0,7.65,0,8.99,22.67,30.1,0,0,0,22.18,0,0,8.41,6.64,0,6.13,0,0,4.64,7.65,0,25.16,0,0,10.48
Lachnospiraceae,Dorea,0,0,6.58,87.79,0,79.16,0,7.45,0,0,0,20.99,0,14.53,0,0,42.12,15.84,9.66,8.25,0,0,0,4.11,0,0,104.32,0,8.29,3.51,9.62,0,47.51,16.5,0,15.45,65.26,0,160.13,0,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,0,0,0,0,0,0,0,0,0,12.91,0,0,0,0,0,0,0,0,8.21,8.34,0,0,6.47,0,0,0,0,0,0,0,0,0,4.91,8.64,0,0,0,0,0,0,0,0,8.64,6.59,0,0,0,0
