Family,Genus,1.1_MSU977,12.1_MSU977,13.1_MSU977,14.1_MSU977,15.1_MSU977,17.1_MSU977,22.1_MSU977,23.1_MSU977,24.1_MSU977,26.1_MSU977,28.1_MSU977,31.1_MSU977,32.1_MSU977,33.1_MSU977,35.1_MSU977,37.1_MSU977,39.1_MSU977,4.1_MSU977,5.1_MSU977,9.1_MSU977,10.1_MSU977,11.1_MSU977,16.1_MSU977,18.1_MSU977,19.1_MSU977,2.1_MSU977,20.1_MSU977,21.1_MSU977,25.1_MSU977,29.1r_MSU997,3.1_MSU977,30.1_MSU977,34.1_MSU977,36.1_MSU977,38.1_MSU977,40.1_MSU977,41.1_MSU977,6.1_MSU977,7.1_MSU977,8.1_MSU977,1.2_MSU977,12.2_MSU977,13.2_MSU977,14.2_MSU977,15.2_MSU977,17.2_MSU977,22.2_MSU977,23.2_MSU977,24.2_MSU977,26.2_MSU977,28.2_MSU977,31.2_MSU977,32.2_MSU977,33.2_MSU977,35.2_MSU977,37.2_MSU977,39.2_MSU977,4.2_MSU977,5.2_MSU977,9.2_MSU977,10.2_MSU977,11.2_MSU977,16.2_MSU977,18.2_MSU977,19.2_MSU977,2.2_MSU977,20.2_MSU977,21.2_MSU977,25.2_MSU977,29.2_MSU977,3.2_MSU977,30.2_MSU977,34.2_MSU977,36.2_MSU977,38.2_MSU977,40.2_MSU977,41.2_MSU977,6.2_MSU977,7.2_MSU977,8.2_MSU977,1.5_MSU977,12.5_MSU977,13.5_MSU977,14.5_MSU977,15.5_MSU977,17.5_MSU977,22.5_MSU977,23.5_MSU977,24.5_MSU977,26.5_MSU977,28.5_MSU977,31.5_MSU977,32.5_MSU977,33.5_MSU977,35.5_MSU977,37.5_MSU977,39.5_MSU977,4.5_MSU977,5.5_MSU977,9.5_MSU977,10.5_MSU977,11.5_MSU977,16.5_MSU977,18.5_MSU977,19.5_MSU977,2.5_MSU977,20.5_MSU977,21.5_MSU977,25.5_MSU977,29.5_MSU977,3.5_MSU977,30.5_MSU977,34.5_MSU977,36.5_MSU977,38.5_MSU977,40.5_MSU977,41.5_MSU977,6.5_MSU977,7.5_MSU977,8.5_MSU977,1.7_MSU977,12.7_MSU977,13.7_MSU977,14.7_MSU977,15.7_MSU977,17.7_MSU977,22.7_MSU977,23.7_MSU977,24.7_MSU977,26.7_MSU977,28.7_MSU977,31.7_MSU977,32.7_MSU977,33.7_MSU977,35.7_MSU977,37.7_MSU977,39.7_MSU977,4.7_MSU977,5.7_MSU977,9.7_MSU977,10.7_MSU977,11.7_MSU977,16.7_MSU977,18.7_MSU977,19.7_MSU977,2.7_MSU977,20.7_MSU977,21.7_MSU977,25.7_MSU977,3.7_MSU977,30.7_MSU977,34.7_MSU977,36.7_MSU977,38.7_MSU977,40.7_MSU977,41.7_MSU977,6.7_MSU977,7.7_MSU977,8.7_MSU977
Selenomonadaceae,Selenomonadaceae_u_g,6.18,0,0,0,20.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.19,6.22,0,0,0,5.5,0,222.33,0,0,0,21.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shewanellaceae,Shewanella,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,1.09,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphaerobacteraceae,Sphaerobacteraceae_u_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingobacteriaceae,Sphingobacteriaceae_u_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirochaetaceae,Treponema,55.12,0,2.97,45.78,34.59,93.87,14.28,37.23,1.05,21.85,23.79,4.98,15.05,19.43,0,0,77.94,15.85,28.6,43.25,4.33,17.25,27.39,5.6,121.5,5.32,47.83,5.88,147.74,160.21,34.71,2.19,54.79,18.74,15.01,158.01,117.04,2.51,39.11,1.68,4.12,15.36,0,23.03,7.94,20.48,0,15.17,6.7,17.19,10.05,9.46,11.69,0,5.19,7.91,9.43,6.84,4.42,5.39,1.54,6.91,11.93,6.85,7.98,11.94,7.66,5.58,21.09,9.3,1.65,6.82,10.06,5.79,0,13.92,0,0,5.92,0,8.44,5.36,9.58,9.21,0,9.09,4.44,7.26,15.44,9.54,15.29,0,4.69,0,5.2,9.52,7.39,8.44,11.62,6.77,6.71,8.18,7.9,5.44,8.77,8.16,6.92,3.02,5.65,7.87,7.5,0,11.76,0,12.55,5.44,2.05,10.61,5.66,1.45,0,5.3,15.1,11.57,9.54,10.46,19.99,14.13,9.04,5.77,29.9,0,1.45,10.45,11.05,2.03,0,17.18,26.19,15.16,6.28,11.55,10.82,9.39,22.68,12.83,29.74,37.94,7.43,15.6,17.49,1.34,12.12,34.12,0,63.27,0,0,17.13
Sporolactobacillaceae,Sporolactobacillus,0,1.56,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,1.75,1.51,0,0,0,0,0,0,0,1.53,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,1.8,2.37,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporomusaceae,Pelosinus,0,0,0,12.04,0,0,0,0,0,13.28,0,0,0,0,0,9.14,0,70.48,0,0,21.82,0,16.61,4.62,4.02,11.82,0,0,0,9.16,0,0,23.98,4.01,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,10.39,0,0,0,5.21,0,0,8.37,0,0,14.87,0,0,19.45,0,10.91,8.77,9.71,18.75,5.76,0,0,0,0,12.56,0,0,0,0,8.65,0,13.47,7.8,0,0,0,0,0,0,0,67.71,5.34,18.35,5.32,0,0,0,0,0,0,9.04,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,5.01,0,8.79,0,6.24,4.9,0,0,0,0,32.64,0,0,0,0,0,0,0,4.41,0,0,0,11.61,0,0,14.9,5.54,0,10.4,14.23,0,0,0,0,0,0,0,0,9.25,0,4.25,0,0,0,0
Staphylococcaceae,Staphylococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,5.85,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,2.42,0,0,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Succinivibrionaceae,Succinatimonas,0,0,9.03,41.6,15.86,22.5,0,61.13,0,0,0,29.4,0,0,0,93.75,98.97,0,12.98,64.69,0,0,0,15.09,0,0,175.91,13.36,43.26,51.92,0,0,77.38,0,75.05,106.32,61.76,0,136.58,0,0,0,0,0,0,0,0,0,0,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51,0,0,0,0,0,0,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,29.61,77.46,0,0,0,0,0,0,0,0,0,53.5,0,0,7.56,0,0,0,0,0,3.17,19.61,0,11.66,0,0,0
Succinivibrionaceae,Succinivibrio,197.9,7.97,3194.24,19536.67,2733.62,4849.51,52.83,5515.77,66.55,608.47,6.21,15619.36,34.68,743.41,6.99,45.51,8896.67,37.66,4544.96,12187.58,202.88,51.83,114.33,2893.4,748.79,112.81,13564.24,1887.05,4425.38,7319.67,354.67,42.02,12507.05,249.42,5682.42,10959.16,5080.3,85.69,21462.29,6.49,0,25.17,5.33,11.31,0,5.12,7.8,3.35,4.01,0,0,7.74,0,0,0,18.07,0,7.51,15.05,5.28,10.7,3.2,14.82,4.16,7.11,5.28,5.6,4.16,0,0,8.96,15.66,0,0,29.49,4.16,3.25,3.5,13.24,11.62,0,0,10.46,0,0,0,0,0,8.61,12.24,6.6,9.08,0,0,5.06,26.77,0,0,0,0,0,0,56.53,0,0,0,0,0,7.56,30.37,0,0,4.43,13.92,3.25,0,0,0,6.32,0,41.13,0,11.74,3.96,0,0,0,5.49,9.02,1522.22,0,11.37,95.1,4082.03,6.1,16.57,9.62,20.56,2369.22,0,0,21.21,20.6,5283.43,9.5,0,4.22,0,6.94,0,120.02,10.1,22.93,14.82,8.79,2894.02,0,6.32,5.49
Thermoactinomycetaceae,Laceyella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermoactinomycetaceae,Thermoactinomyces,36.58,0,0,0,0,1.23,0,0,0,0,0,0,59.2,289.95,246.34,301.48,0,26.51,17.5,0,0,0,0,0,0,42.51,0,0,0,0,32.84,39.42,18.8,508.17,17.73,17.3,10.67,34.47,23.47,0,0,0,0,0,0,0,0,0,0,0,44.47,1860.4,2297,518.18,444.79,42.28,48.38,0,7.87,0,0,0,0,0,0,0,0,3.62,0,14.84,0,1889.58,592.46,671.96,114.03,137.51,127.03,0,0,0,0,0,0,0,0,19.79,10.34,27.19,3865.58,382.15,60.15,71.67,86.9,172.49,238.49,22.48,192.54,0,0,0,0,0,36.74,12.23,7.67,0,14.6,23.31,2494.84,20.43,0,66.51,328.34,193.88,118.14,49.36,136.76,0,0,0,0,7.11,10.22,19.15,10.02,0,0,0,14.73,11.16,0,37.87,0,59.61,15.34,9.56,54.83,0,0,0,0,7.72,0,0,7.96,0,0,0,11.98,0,0,8.64,81.65,73.63,130.55,244.76,0,0,0
Thermoanaerobacterales_u_f,Thermoanaerobacterales_u_g,0,0,2.55,1.48,0,0,63.97,0,0,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69,0,3.12,0,0,0,0,0,0,0,0,2.15,0,0,3.42,13.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84,24.78,10.72,0,0,0,0,0,0,0,0,0,6.14,0,2.5,3.24,0,6.07,8.26,0,2.99,2.13,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15,0,42.9,3.66,5.11,0,0,0,0,0,0,0,0,6.38,0,0,0,0,0,3.54,0,0,0,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0
Veillonellaceae,Megasphaera,0,0,27.07,0,0,104.22,13.22,0,0,25.88,0,0,0,0,0,24.07,17.82,0,0,0,0,0,0,21.35,0,0,0,8.33,0,0,4.32,0,22.17,0,365.11,9.21,19.72,0,39.92,19.35,0,0,0,0,0,5.66,0,7.49,0,0,0,0,0,0,0,0,0,0,5.83,0,0,0,0,0,0,4.42,0,0,0,0,0,0,0,5.74,0,0,0,0,0,7.69,0,0,7.7,0,3.83,0,0,0,9.22,0,0,0,0,0,0,0,0,0,14.27,0,0,5.71,0,0,5.36,4.39,0,0,0,0,0,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17,0,0,0,0,0,0,8.11,0,0,0,18.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonellaceae,Veillonellaceae_u_g,8.7,0,4.82,32.2,12.24,31.45,0,45.19,8.55,17.66,0,39.81,0,0,0,0,29.9,9.43,6.64,0,7.38,0,35.91,33.83,11.92,3.55,52.85,31.33,9.58,9.95,3.81,0,65.93,4.91,18.58,11.86,37.76,3.59,36.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,7.99,0,0,0,0,31.64,0,0,0,0,0,4.04,0,0,0,0,0,26.71,0,7.43,0
Xanthomonadaceae,Pseudoxanthomonas,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,1.81,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,1.79,0,0,2.11,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,1.82,0,0,0,1.85,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,1.88,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xanthomonadaceae,Xylella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yersiniaceae,Yersinia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0