sample_ID,Sequencing_ID,Name,study_ID,cow_ID,Group,Treatment,Cohort,sampling,Due_date,Suggested_dry_date,Block,enrolled,collection_date,days_tx,Time_tx,GN_sample_type,GN_CFU.g,GN_Amp_CFU.g,GN_Cef_CFU.g,GN_Amp_per,GN_Cef_per,GP_sample_type,GP_CFU.g,GP_Amp_CFU.g,GP_Cef_CFU.g,GP_Amp_per,GP_Cef_per,Metagenome,DNAext_date,DNA_volume_ul,Qubit_ng.ul,Nanodrop_ng.ul,X260.280,X260.230,DNAext_date2,DNA_volume_ul2,Qubit_ng.ul2,Nanodrop_ng.ul2,X260.280_2,X260.230_2,uidA,eaeA,stx2,stx1,Campy16S,Campy200bp
MA032.1,32.1,32.1_MSU977,MA032,5272,A,Control,A Day -1,1,10/24/19,8/21/19,4,Yes,8/20/19,-1,Day -1,Fresh,505050.51,162.69,0,0.03,0,Frozen,6.00E+05,30200,101000,5.03,16.8,Yes,7/26/20,75,122.8,151.3,1.81,2.11,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA032.2,32.2,32.2_MSU977,MA032,5272,A,Control,A Week 1,2,10/24/19,8/21/19,4,Yes,8/28/19,7,Week 1,Fresh,261589.4,54.23,0,0.02,0,Frozen,475000,128000,365000,27.05,76.81,Yes,7/26/20,75,114,127.1,1.78,1.6,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA032.3,32.3,32.3_MSU977,MA032,5272,A,Control,A Week 2,3,10/24/19,8/21/19,4,Yes,9/4/19,14,Week 2,Fresh,423841.06,433.84,25,0.1,0.01,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA032.4,32.4,32.4_MSU977,MA032,5272,A,Control,A Week 3,4,10/24/19,8/21/19,4,Yes,9/11/19,21,Week 3,Fresh,202095.81,0,0,0,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA032.5,32.5,32.5_MSU977,MA032,5272,A,Control,A Week 5,5,10/24/19,8/21/19,4,Yes,9/25/19,35,Week 5,Fresh,199101.8,54.23,0,0.03,0,Frozen,NA,NA,NA,NA,NA,Yes,7/28/20,75,112,113.5,1.8,1.7,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA032.6,32.6,32.6_MSU977,MA032,5272,A,Control,A Week 7,6,10/24/19,8/21/19,4,Yes,10/9/19,49,Week 7,Fresh,100299.4,0,0,0,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA032.7,32.7,32.7_MSU977,MA032,5272,A,Control,A Week 9,7,10/24/19,8/21/19,4,Yes,10/23/19,63,Week 9,Fresh,244011.98,1301.52,475,0.53,0.19,Frozen,NA,NA,NA,NA,NA,Yes,7/28/20,75,153.6,167.4,1.8,2.18,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA033.1,33.1,33.1_MSU977,MA033,5112,A,Control,A Day -1,1,10/31/19,8/28/19,5,Yes,8/27/19,-1,Day -1,Fresh,2410465.32,218750,100,9.08,0,Frozen,758000,21200,292000,2.8,38.5,Yes,7/26/20,75,56,77.9,1.79,0.43,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA033.2,33.2,33.2_MSU977,MA033,5112,A,Control,A Week 1,2,10/31/19,8/28/19,5,Yes,9/4/19,7,Week 1,Fresh,3268917.24,284468.65,25,8.7,0,Frozen,2300000,43200,273000,1.88,11.84,Yes,7/27/20,75,116,133,1.81,2.25,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA033.3,33.3,33.3_MSU977,MA033,5112,A,Control,A Week 2,3,10/31/19,8/28/19,5,Yes,9/11/19,14,Week 2,Fresh,1394736.84,56236.08,0,4.03,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA033.4,33.4,33.4_MSU977,MA033,5112,A,Control,A Week 3,4,10/31/19,8/28/19,5,Yes,9/18/19,21,Week 3,Fresh,1333333.33,10141,75,0.76,0.01,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA033.5,33.5,33.5_MSU977,MA033,5112,A,Control,A Week 5,5,10/31/19,8/28/19,5,Yes,10/3/19,36,Week 5,Fresh,1262626.26,2060.74,25,0.16,0,Frozen,NA,NA,NA,NA,NA,Yes,7/28/20,75,88,104.2,1.8,1.87,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA033.6,33.6,33.6_MSU977,MA033,5112,A,Control,A Week 7,6,10/31/19,8/28/19,5,Yes,10/16/19,49,Week 7,Fresh,130454.55,54.23,0,0.04,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA033.7,33.7,33.7_MSU977,MA033,5112,A,Control,A Week 9,7,10/31/19,8/28/19,5,Yes,10/30/19,63,Week 9,Fresh,1545454.55,4880.69,1250,0.32,0.08,Frozen,NA,NA,NA,NA,NA,Yes,7/29/20,75,116,125.3,1.84,1,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA034.1,34.1,34.1_MSU977,MA034,5107,B,Antibiotic,B Day -1,1,10/31/19,8/28/19,5,Yes,8/27/19,-1,Day -1,Fresh,808080.81,813.45,350,0.1,0.04,Frozen,1120000,29800,252000,2.66,22.45,Yes,7/26/20,75,102,116.5,1.79,1.34,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA034.2,34.2,34.2_MSU977,MA034,5107,B,Antibiotic,B Week 1,2,10/31/19,8/28/19,5,Yes,9/4/19,7,Week 1,Fresh,304635.76,1247.29,600,0.41,0.2,Frozen,722000,85200,479000,11.8,66.35,Yes,7/27/20,75,116,126.3,1.78,1.72,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA034.3,34.3,34.3_MSU977,MA034,5107,B,Antibiotic,B Week 2,3,10/31/19,8/28/19,5,Yes,9/11/19,14,Week 2,Fresh,272455.09,0,0,0,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA034.4,34.4,34.4_MSU977,MA034,5107,B,Antibiotic,B Week 3,4,10/31/19,8/28/19,5,Yes,9/18/19,21,Week 3,Fresh,291916.17,108.46,0,0.04,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA034.5,34.5,34.5_MSU977,MA034,5107,B,Antibiotic,B Week 5,5,10/31/19,8/28/19,5,Yes,10/3/19,36,Week 5,Fresh,159768.21,162.69,0,0.1,0,Frozen,NA,NA,NA,NA,NA,Yes,7/28/20,75,116,119.3,1.84,1.99,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA034.6,34.6,34.6_MSU977,MA034,5107,B,Antibiotic,B Week 7,6,10/31/19,8/28/19,5,Yes,10/16/19,49,Week 7,Fresh,1691919.19,216.92,0,0.01,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA034.7,34.7,34.7_MSU977,MA034,5107,B,Antibiotic,B Week 9,7,10/31/19,8/28/19,5,Yes,10/30/19,63,Week 9,Fresh,200598.8,0,125,0,0.06,Frozen,NA,NA,NA,NA,NA,Yes,7/29/20,75,118,139.3,1.81,1.81,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA035.1,35.1,35.1_MSU977,MA035,5245,A,Control,A Day -1,1,10/31/19,8/28/19,5,Yes,8/27/19,-1,Day -1,Fresh,2161075.29,271.15,0,0.01,0,Frozen,1060000,18800,107000,1.77,10.08,Yes,7/26/20,75,54.4,64,1.8,1.93,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA035.2,35.2,35.2_MSU977,MA035,5245,A,Control,A Week 1,2,10/31/19,8/28/19,5,Yes,9/4/19,7,Week 1,Fresh,1792929.29,2494.58,0,0.14,0,Frozen,5200000,54000,523000,1.04,10.05,Yes,7/27/20,75,58.8,74.2,1.79,1.97,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA035.3,35.3,35.3_MSU977,MA035,5245,A,Control,A Week 2,3,10/31/19,8/28/19,5,Yes,9/11/19,14,Week 2,Fresh,449494.95,0,0,0,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA035.4,35.4,35.4_MSU977,MA035,5245,A,Control,A Week 3,4,10/31/19,8/28/19,5,Yes,9/18/19,21,Week 3,Fresh,575757.58,488.07,25,0.08,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA035.5,35.5,35.5_MSU977,MA035,5245,A,Control,A Week 5,5,10/31/19,8/28/19,5,Yes,10/3/19,36,Week 5,Fresh,782828.28,216.92,0,0.03,0,Frozen,NA,NA,NA,NA,NA,Yes,7/28/20,75,110,117.1,1.81,1.81,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA035.6,35.6,35.6_MSU977,MA035,5245,A,Control,A Week 7,6,10/31/19,8/28/19,5,Yes,10/16/19,49,Week 7,Fresh,1383838.38,0,0,0,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA035.7,35.7,35.7_MSU977,MA035,5245,A,Control,A Week 9,7,10/31/19,8/28/19,5,Yes,10/30/19,63,Week 9,Fresh,464646.46,1355.75,975,0.29,0.21,Frozen,NA,NA,NA,NA,NA,Yes,7/29/20,75,92.2,96.4,1.84,2.02,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA036.1,36.1,36.1_MSU977,MA036,4874,B,Antibiotic,B Day -1,1,10/31/19,8/28/19,4,Yes,8/27/19,-1,Day -1,Fresh,145695.36,18838.03,0,12.93,0,Frozen,328000,9060,232000,2.76,70.88,Yes,7/26/20,75,83.8,108,1.83,2.05,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA036.2,36.2,36.2_MSU977,MA036,4874,B,Antibiotic,B Week 1,2,10/31/19,8/28/19,4,Yes,9/4/19,7,Week 1,Fresh,1202020.2,3633.41,0,0.3,0,Frozen,2860000,42400,90800,1.48,3.17,Yes,7/27/20,75,112,122.1,1.83,1.97,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA036.3,36.3,36.3_MSU977,MA036,4874,B,Antibiotic,B Week 2,3,10/31/19,8/28/19,4,Yes,9/11/19,14,Week 2,Fresh,1500000,162.69,0,0.01,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA036.4,36.4,36.4_MSU977,MA036,4874,B,Antibiotic,B Week 3,4,10/31/19,8/28/19,4,Yes,9/18/19,21,Week 3,Fresh,398989.9,271.15,0,0.07,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA036.5,36.5,36.5_MSU977,MA036,4874,B,Antibiotic,B Week 5,5,10/31/19,8/28/19,4,Yes,10/3/19,36,Week 5,Fresh,211920.53,2331.89,0,1.1,0,Frozen,NA,NA,NA,NA,NA,Yes,7/28/20,75,96.8,101,1.82,1.45,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA036.6,36.6,36.6_MSU977,MA036,4874,B,Antibiotic,B Week 7,6,10/31/19,8/28/19,4,Yes,10/16/19,49,Week 7,Fresh,46447.72,162.69,0,0.35,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA036.7,36.7,36.7_MSU977,MA036,4874,B,Antibiotic,B Week 9,7,10/31/19,8/28/19,4,Yes,10/30/19,63,Week 9,Fresh,601010.1,2169.2,1000,0.36,0.17,Frozen,NA,NA,NA,NA,NA,Yes,7/29/20,75,106,118.1,1.82,1.79,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA037.1,37.1,37.1_MSU977,MA037,4994,A,Control,A Day -1,1,11/7/19,9/4/19,5,Yes,9/3/19,-1,Day -1,Fresh,1118421.05,3416.49,0,0.31,0,Frozen,3210000,81200,151000,2.53,4.72,Yes,7/26/20,75,61.8,79.3,1.79,1.38,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA037.2,37.2,37.2_MSU977,MA037,4994,A,Control,A Week 1,2,11/7/19,9/4/19,5,Yes,9/11/19,7,Week 1,Fresh,1676767.68,867.68,0,0.05,0,Frozen,1960000,66400,151000,3.39,7.68,Yes,7/27/20,75,104,132.3,1.82,1.59,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA037.3,37.3,37.3_MSU977,MA037,4994,A,Control,A Week 2,3,11/7/19,9/4/19,5,Yes,9/18/19,14,Week 2,Fresh,707070.71,433.84,0,0.06,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA037.4,37.4,37.4_MSU977,MA037,4994,A,Control,A Week 3,4,11/7/19,9/4/19,5,Yes,9/25/19,21,Week 3,Fresh,520202.02,704.99,0,0.14,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA037.5,37.5,37.5_MSU977,MA037,4994,A,Control,A Week 5,5,11/7/19,9/4/19,5,Yes,10/9/19,35,Week 5,Fresh,1.00E+06,325.38,0,0.03,0,Frozen,NA,NA,NA,NA,NA,Yes,7/28/20,75,104,129.5,1.86,0.52,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA037.6,37.6,37.6_MSU977,MA037,4994,A,Control,A Week 7,6,11/7/19,9/4/19,5,Yes,10/23/19,49,Week 7,Fresh,717171.72,0,0,0,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA037.7,37.7,37.7_MSU977,MA037,4994,A,Control,A Week 9,7,11/7/19,9/4/19,5,Yes,11/6/19,63,Week 9,Fresh,274834.44,488.07,25,0.18,0.01,Frozen,NA,NA,NA,NA,NA,Yes,7/29/20,75,148.8,152.6,1.83,1.83,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA038.1,38.1,38.1_MSU977,MA038,5283,B,Antibiotic,B Day -1,1,11/21/19,9/18/19,5,Yes,9/17/19,-1,Day -1,Fresh,722222.22,1626.9,0,0.23,0,Frozen,325000,41200,107000,12.69,33.09,Yes,7/27/20,75,76.6,88.3,1.81,1.83,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA038.2,38.2,38.2_MSU977,MA038,5283,B,Antibiotic,B Week 1,2,11/21/19,9/18/19,5,Yes,9/25/19,7,Week 1,Fresh,86077.84,488.07,0,0.57,0,Frozen,1380000,148000,240000,10.67,17.31,Yes,7/28/20,75,114,112.3,1.86,1.84,,NA,NA,NA,NA,NA,f,,,NA,+,+
MA038.3,38.3,38.3_MSU977,MA038,5283,B,Antibiotic,B Week 2,3,11/21/19,9/18/19,5,Yes,10/3/19,15,Week 2,Fresh,206586.83,1355.75,0,0.66,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA038.4,38.4,38.4_MSU977,MA038,5283,B,Antibiotic,B Week 3,4,11/21/19,9/18/19,5,Yes,10/9/19,21,Week 3,Fresh,173841.06,433.84,0,0.25,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA038.5,38.5,38.5_MSU977,MA038,5283,B,Antibiotic,B Week 5,5,11/21/19,9/18/19,5,Yes,10/23/19,35,Week 5,Fresh,39410.19,271.15,0,0.69,0,Frozen,NA,NA,NA,NA,NA,Yes,7/29/20,75,89.8,94.5,1.82,2.12,,NA,NA,NA,NA,NA,-,,,NA,+,+
MA038.6,38.6,38.6_MSU977,MA038,5283,B,Antibiotic,B Week 7,6,11/21/19,9/18/19,5,Yes,11/6/19,49,Week 7,Fresh,311377.25,162.69,0,0.05,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA038.7,38.7,38.7_MSU977,MA038,5283,B,Antibiotic,B Week 9,7,11/21/19,9/18/19,5,Yes,11/20/19,63,Week 9,Fresh,762626.26,5097.61,575,0.67,0.08,Frozen,NA,NA,NA,NA,NA,Yes,7/29/20,75,137.6,161.2,1.83,2.04,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA039.1,39.1,39.1_MSU977,MA039,5286,A,Control,A Day -1,1,11/21/19,9/18/19,5,Yes,9/17/19,-1,Day -1,Fresh,1449494.95,2114.97,0,0.15,0,Frozen,1450000,48200,128000,3.31,8.82,Yes,7/28/20,75,132.4,165.2,1.79,1.21,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA039.2,39.2,39.2_MSU977,MA039,5286,A,Control,A Week 1,2,11/21/19,9/18/19,5,Yes,9/25/19,7,Week 1,Fresh,611111.11,162.69,0,0.03,0,Frozen,2550000,69300,172000,2.72,6.74,Yes,7/28/20,75,100,112.4,1.82,1.62,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA039.3,39.3,39.3_MSU977,MA039,5286,A,Control,A Week 2,3,11/21/19,9/18/19,5,Yes,10/3/19,15,Week 2,Fresh,183774.83,216.92,0,0.12,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA039.4,39.4,39.4_MSU977,MA039,5286,A,Control,A Week 3,4,11/21/19,9/18/19,5,Yes,10/9/19,21,Week 3,Fresh,193708.61,216.92,0,0.11,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA039.5,39.5,39.5_MSU977,MA039,5286,A,Control,A Week 5,5,11/21/19,9/18/19,5,Yes,10/23/19,35,Week 5,Fresh,251655.63,162.69,0,0.06,0,Frozen,NA,NA,NA,NA,NA,Yes,7/29/20,75,114,118.4,1.82,1.94,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA039.6,39.6,39.6_MSU977,MA039,5286,A,Control,A Week 7,6,11/21/19,9/18/19,5,Yes,11/6/19,49,Week 7,Fresh,994949.49,271.15,250,0.03,0.03,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA039.7,39.7,39.7_MSU977,MA039,5286,A,Control,A Week 9,7,11/21/19,9/18/19,5,Yes,11/20/19,63,Week 9,Fresh,203642.38,2874.19,650,1.41,0.32,Frozen,NA,NA,NA,NA,NA,Yes,7/29/20,75,135.2,154.4,1.81,2.11,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA040.1,40.1,40.1_MSU977,MA040,5153,B,Antibiotic,B Day -1,1,11/21/19,9/18/19,5,Yes,9/17/19,-1,Day -1,Fresh,651515.15,108.46,0,0.02,0,Frozen,379000,37200,67300,9.81,17.74,Yes,7/28/20,75,114.4,160.4,1.79,1.1,,NA,NA,NA,NA,NA,+,+,,NA,NA,NA
MA040.2,40.2,40.2_MSU977,MA040,5153,B,Antibiotic,B Week 1,2,11/21/19,9/18/19,5,Yes,9/25/19,7,Week 1,Fresh,157284.77,0,0,0,0,Frozen,253000,69900,178000,27.61,70.12,Yes,7/28/20,75,67.8,75.6,1.82,1.92,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA040.3,40.3,40.3_MSU977,MA040,5153,B,Antibiotic,B Week 2,3,11/21/19,9/18/19,5,Yes,10/3/19,15,Week 2,Fresh,1010101.01,162.69,50,0.02,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA040.4,40.4,40.4_MSU977,MA040,5153,B,Antibiotic,B Week 3,4,11/21/19,9/18/19,5,Yes,10/9/19,21,Week 3,Fresh,641414.14,0,25,0,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA040.5,40.5,40.5_MSU977,MA040,5153,B,Antibiotic,B Week 5,5,11/21/19,9/18/19,5,Yes,10/23/19,35,Week 5,Fresh,1282828.28,162.69,0,0.01,0,Frozen,NA,NA,NA,NA,NA,Yes,7/29/20,75,104,108.6,1.86,1.81,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA040.6,40.6,40.6_MSU977,MA040,5153,B,Antibiotic,B Week 7,6,11/21/19,9/18/19,5,Yes,11/6/19,49,Week 7,Fresh,287425.15,162.69,100,0.06,0.03,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA040.7,40.7,40.7_MSU977,MA040,5153,B,Antibiotic,B Week 9,7,11/21/19,9/18/19,5,Yes,11/20/19,63,Week 9,Fresh,118181.82,10141,50,8.58,0.04,Frozen,NA,NA,NA,NA,NA,Yes,7/29/20,75,108,117,1.81,1.92,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA041.1,41.1,41.1_MSU977,MA041,5141,B,Antibiotic,B Day -1,1,11/21/19,9/18/19,5,Yes,9/17/19,-1,Day -1,Fresh,177152.32,921.91,0,0.52,0,Frozen,763000,20800,45100,2.73,5.91,Yes,7/28/20,75,104.4,121.7,1.8,1.81,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA041.2,41.2,41.2_MSU977,MA041,5141,B,Antibiotic,B Week 1,2,11/21/19,9/18/19,5,Yes,9/25/19,7,Week 1,Fresh,250000,162.69,0,0.07,0,Frozen,279000,91500,151000,32.84,54.03,Yes,7/28/20,75,76.8,89.1,1.8,2.02,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA041.3,41.3,41.3_MSU977,MA041,5141,B,Antibiotic,B Week 2,3,11/21/19,9/18/19,5,Yes,10/3/19,15,Week 2,Fresh,73726.54,54.23,0,0.07,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA041.4,41.4,41.4_MSU977,MA041,5141,B,Antibiotic,B Week 3,4,11/21/19,9/18/19,5,Yes,10/9/19,21,Week 3,Fresh,27882.04,131.34,0,0.47,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA041.5,41.5,41.5_MSU977,MA041,5141,B,Antibiotic,B Week 5,5,11/21/19,9/18/19,5,Yes,10/23/19,35,Week 5,Fresh,176646.71,54.23,0,0.03,0,Frozen,NA,NA,NA,NA,NA,Yes,7/29/20,75,126,131.6,1.8,1.65,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA041.6,41.6,41.6_MSU977,MA041,5141,B,Antibiotic,B Week 7,6,11/21/19,9/18/19,5,Yes,11/6/19,49,Week 7,Fresh,235029.94,54.23,0,0.02,0,Frozen,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA041.7,41.7,41.7_MSU977,MA041,5141,B,Antibiotic,B Week 9,7,11/21/19,9/18/19,5,Yes,11/20/19,63,Week 9,Fresh,169161.68,5422.99,325,3.21,0.19,Frozen,NA,NA,NA,NA,NA,Yes,7/29/20,75,82.4,99.8,1.82,2.14,,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA007.1_R,,_MSU977,NA,NA,NA,,NA NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,high,,NA,NA,NA
MA008.1_R,,_MSU977,NA,NA,NA,,NA NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,,,NA,NA,NA
MA020.1_R,,_MSU977,NA,NA,NA,,NA NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,,,NA,NA,NA